Customer ID,Last Used Platform,Is Blocked,Created At,Language,Outstanding Amount,Loyalty Points,Number of Employees
4128502,WEB,0,2021-08-18T15:44:43.000Z,en,0,37,6.0
4128569,WEB,0,2021-08-18T15:58:13.000Z,en,0,3196,6.0
4128776,WEB,0,2021-08-18T16:02:44.000Z,en,0,1321,3.0
4129214,WEB,0,2021-08-18T16:58:26.000Z,en,0,0,2.0
4132572,WEB,0,2021-08-19T11:43:47.000Z,en,0,3362,12.0
4134283,WEB,0,2021-08-19T18:14:45.000Z,en,0,0,4.0
4134424,WEB,0,2021-08-19T18:53:24.000Z,en,0,0,3.0
4134438,WEB,0,2021-08-19T18:58:52.000Z,en,0,0,5.0
4134723,WEB,0,2021-08-19T20:44:59.000Z,en,0,0,3.0
4137028,WEB,0,2021-08-20T10:49:58.000Z,en,0,0,5.0
4137420,WEB,0,2021-08-20T12:31:27.000Z,en,0,0,5.0
4137602,WEB,0,2021-08-20T13:11:11.000Z,en,0,50,
4138258,WEB,0,2021-08-20T15:12:09.000Z,en,0,0,3.0
4138309,WEB,0,2021-08-20T15:21:37.000Z,en,0,359,4.0
4139256,WEB,0,2021-08-20T18:41:40.000Z,en,0,0,2.0
4142994,WEB,0,2021-08-21T14:25:59.000Z,en,0,448,6.0
4143220,WEB,0,2021-08-21T15:12:38.000Z,en,0,7840,4.0
4143451,WEB,0,2021-08-21T16:08:19.000Z,en,0,326,6.0
4144068,WEB,0,2021-08-21T18:30:10.000Z,en,0,3785,3.0
4144077,WEB,0,2021-08-21T18:33:32.000Z,en,0,0,2.0
4151736,WEB,0,2021-08-23T10:01:13.000Z,en,0,0,3.0
4151740,WEB,0,2021-08-23T10:01:52.000Z,en,0,0,10.0
4151742,WEB,0,2021-08-23T10:02:09.000Z,en,0,0,5.0
4151744,WEB,0,2021-08-23T10:02:49.000Z,en,0,13,1.0
4152095,WEB,0,2021-08-23T11:31:35.000Z,en,0,0,5.0
4152327,WEB,0,2021-08-23T12:20:08.000Z,en,0,0,3.0
4152455,WEB,0,2021-08-23T12:49:11.000Z,en,0,0,8.0
4152963,WEB,0,2021-08-23T14:35:18.000Z,en,0,48,4.0
4153776,WEB,0,2021-08-23T17:51:41.000Z,en,0,0,3.0
4154035,WEB,0,2021-08-23T18:58:58.000Z,en,0,6314,3.0
4154054,WEB,0,2021-08-23T19:03:46.000Z,en,0,3116,2.0
4154073,WEB,0,2021-08-23T19:12:16.000Z,en,0,0,2.0
4154105,WEB,0,2021-08-23T19:21:25.000Z,en,0,0,2.0
4154184,WEB,0,2021-08-23T19:47:59.000Z,en,0,91,2.0
4157197,WEB,0,2021-08-24T12:17:26.000Z,en,0,0,4.0
4157589,WEB,0,2021-08-24T13:43:58.000Z,en,0,0,3.0
4157899,WEB,0,2021-08-24T14:43:27.000Z,en,0,0,4.0
4157962,WEB,0,2021-08-24T14:56:01.000Z,en,0,0,2.0
4157996,WEB,0,2021-08-24T15:03:09.000Z,en,0,0,3.0
4158048,WEB,0,2021-08-24T15:11:19.000Z,en,0,248,2.0
4158214,WEB,0,2021-08-24T15:43:09.000Z,en,0,0,
4158269,WEB,0,2021-08-24T15:55:05.000Z,en,0,0,2.0
4158355,WEB,0,2021-08-24T16:20:35.000Z,en,0,0,2.0
4158459,WEB,0,2021-08-24T16:42:32.000Z,en,0,50,2.0
4158566,WEB,0,2021-08-24T17:07:33.000Z,en,0,0,2.0
4161409,WEB,0,2021-08-25T08:04:30.000Z,en,0,0,
4161425,WEB,0,2021-08-25T08:09:37.000Z,en,0,459,3.0
4161496,WEB,0,2021-08-25T08:24:56.000Z,en,0,40,2.0
4162337,WEB,0,2021-08-25T12:05:30.000Z,en,0,43,2.0
4162374,WEB,0,2021-08-25T12:14:23.000Z,en,0,156,3.0
4162590,WEB,0,2021-08-25T12:54:39.000Z,en,0,0,
4163538,WEB,0,2021-08-25T16:07:28.000Z,en,0,0,
4163653,WEB,0,2021-08-25T16:32:13.000Z,en,0,0,
4163680,WEB,0,2021-08-25T16:39:24.000Z,en,0,42,
4163755,WEB,0,2021-08-25T16:57:09.000Z,en,0,0,
4163904,WEB,0,2021-08-25T17:33:50.000Z,en,0,0,
4163910,WEB,0,2021-08-25T17:35:02.000Z,en,0,404,
4163912,WEB,0,2021-08-25T17:35:49.000Z,en,0,0,
4163923,WEB,0,2021-08-25T17:39:43.000Z,en,0,62,
4163968,WEB,0,2021-08-25T17:50:13.000Z,en,0,0,
4164295,WEB,0,2021-08-25T19:28:46.000Z,en,0,0,
4166928,WEB,0,2021-08-26T10:49:12.000Z,en,0,30,
4166936,WEB,0,2021-08-26T10:50:22.000Z,en,0,0,
4167151,WEB,0,2021-08-26T11:37:30.000Z,en,0,0,
4167872,WEB,0,2021-08-26T14:02:58.000Z,en,0,0,
4167939,WEB,0,2021-08-26T14:16:17.000Z,en,0,0,
4168089,WEB,0,2021-08-26T14:43:51.000Z,en,0,0,
4168506,WEB,0,2021-08-26T16:20:37.000Z,en,0,150,
4168751,WEB,0,2021-08-26T17:11:27.000Z,en,0,0,
4168845,WEB,0,2021-08-26T17:33:05.000Z,en,0,0,
4169205,WEB,0,2021-08-26T19:03:34.000Z,en,0,0,
4169239,WEB,0,2021-08-26T19:13:34.000Z,en,0,0,
4169309,WEB,0,2021-08-26T19:31:42.000Z,en,0,45,
4169445,WEB,0,2021-08-26T20:10:51.000Z,en,0,0,
4169470,WEB,0,2021-08-26T20:18:43.000Z,en,0,48,
4169494,WEB,0,2021-08-26T20:24:00.000Z,en,0,0,
4169509,WEB,0,2021-08-26T20:28:29.000Z,en,0,0,
4169521,WEB,0,2021-08-26T20:31:57.000Z,en,0,0,
4172783,WEB,0,2021-08-27T13:05:52.000Z,en,0,0,
4173378,WEB,0,2021-08-27T14:55:08.000Z,en,0,0,
4173505,WEB,0,2021-08-27T15:20:03.000Z,en,0,0,
4173549,WEB,0,2021-08-27T15:28:26.000Z,en,0,0,
4174615,WEB,0,2021-08-27T19:18:41.000Z,en,0,0,
4174651,WEB,0,2021-08-27T19:28:43.000Z,en,0,0,
4179487,WEB,0,2021-08-28T17:32:47.000Z,en,0,40,
4179995,WEB,0,2021-08-28T19:37:03.000Z,en,0,0,
4180008,WEB,0,2021-08-28T19:41:31.000Z,en,0,236,
4180046,WEB,0,2021-08-28T19:51:18.000Z,en,0,1857,
4187222,WEB,0,2021-08-30T08:08:38.000Z,en,0,0,
4187693,WEB,0,2021-08-30T10:27:13.000Z,en,0,0,
4188644,WEB,0,2021-08-30T14:33:33.000Z,en,0,0,
4188791,WEB,0,2021-08-30T15:06:03.000Z,en,0,2161,
4188906,WEB,0,2021-08-30T15:26:17.000Z,en,0,0,
4189062,WEB,0,2021-08-30T15:56:34.000Z,en,0,12,
4189980,WEB,0,2021-08-30T19:10:34.000Z,en,0,3404,
4189987,WEB,0,2021-08-30T19:12:34.000Z,en,0,81,
4190049,WEB,0,2021-08-30T19:27:28.000Z,en,0,0,
4192346,WEB,0,2021-08-31T09:50:17.000Z,en,0,0,
4192758,WEB,0,2021-08-31T11:49:27.000Z,en,0,0,
4192979,WEB,0,2021-08-31T12:44:10.000Z,en,0,0,
4193241,WEB,0,2021-08-31T13:42:20.000Z,en,0,61,
4193398,WEB,0,2021-08-31T14:14:02.000Z,en,0,0,
4193554,WEB,0,2021-08-31T14:42:22.000Z,en,0,0,
4193898,WEB,0,2021-08-31T15:47:46.000Z,en,0,0,
4194007,WEB,0,2021-08-31T16:08:31.000Z,en,0,0,
4194050,WEB,0,2021-08-31T16:17:08.000Z,en,0,0,
4194576,WEB,0,2021-08-31T17:43:55.000Z,en,0,31,
4195187,WEB,0,2021-08-31T19:33:19.000Z,en,0,25,
4195201,WEB,0,2021-08-31T19:36:00.000Z,en,0,0,
4195219,WEB,0,2021-08-31T19:38:39.000Z,en,0,0,
4195274,WEB,0,2021-08-31T19:50:00.000Z,en,0,0,
4195323,WEB,0,2021-08-31T20:01:01.000Z,en,0,0,
4197636,WEB,0,2021-09-01T08:41:57.000Z,en,0,0,
4197893,WEB,0,2021-09-01T09:57:21.000Z,en,0,0,
4198027,WEB,0,2021-09-01T10:37:48.000Z,en,0,0,
4198121,WEB,0,2021-09-01T11:07:58.000Z,en,0,0,
4198125,WEB,0,2021-09-01T11:09:12.000Z,en,0,5518,
4198921,WEB,0,2021-09-01T14:24:09.000Z,en,0,0,
4199326,WEB,0,2021-09-01T16:01:54.000Z,en,0,1957,
4202175,WEB,0,2021-09-02T09:45:06.000Z,en,0,0,
4202224,WEB,0,2021-09-02T10:05:05.000Z,en,0,0,
4202515,WEB,0,2021-09-02T11:24:50.000Z,en,0,0,
4202861,WEB,0,2021-09-02T12:08:50.000Z,en,0,0,
4202970,WEB,0,2021-09-02T12:34:17.000Z,en,0,204,
4203228,WEB,0,2021-09-02T13:35:56.000Z,en,0,0,
4203357,WEB,0,2021-09-02T14:02:57.000Z,en,0,18,
4203558,WEB,0,2021-09-02T14:48:33.000Z,en,0,0,
4203654,WEB,0,2021-09-02T15:08:56.000Z,en,0,12,
4203685,WEB,0,2021-09-02T15:17:42.000Z,en,0,0,
4203720,WEB,0,2021-09-02T15:26:07.000Z,en,0,0,
4203776,WEB,0,2021-09-02T15:37:36.000Z,en,0,0,
4203782,WEB,0,2021-09-02T15:38:56.000Z,en,0,0,
4203843,WEB,0,2021-09-02T15:52:27.000Z,en,0,0,
4203998,WEB,0,2021-09-02T16:28:54.000Z,en,0,81,
4204021,WEB,0,2021-09-02T16:34:16.000Z,en,0,355,
4204179,WEB,0,2021-09-02T17:16:02.000Z,en,0,0,
4204510,WEB,0,2021-09-02T18:42:59.000Z,en,0,0,
4206657,WEB,0,2021-09-03T08:56:57.000Z,en,0,0,
4206925,WEB,0,2021-09-03T10:20:04.000Z,en,0,0,
4206973,WEB,0,2021-09-03T10:36:07.000Z,en,0,0,
4207277,WEB,0,2021-09-03T12:13:11.000Z,en,0,220,
4207385,WEB,0,2021-09-03T12:46:16.000Z,en,0,0,
4207485,WEB,0,2021-09-03T13:08:57.000Z,en,0,0,
4207512,WEB,0,2021-09-03T13:18:28.000Z,en,0,2069,
4207594,WEB,0,2021-09-03T13:35:12.000Z,en,0,0,
4207731,WEB,0,2021-09-03T14:04:02.000Z,en,0,0,
4207756,WEB,0,2021-09-03T14:09:29.000Z,en,0,0,
4207941,WEB,0,2021-09-03T14:47:44.000Z,en,0,755,
4208119,WEB,0,2021-09-03T15:25:40.000Z,en,0,150,
4208165,WEB,0,2021-09-03T15:33:53.000Z,en,0,159,
4208168,WEB,0,2021-09-03T15:34:24.000Z,en,0,0,
4208190,WEB,0,2021-09-03T15:40:34.000Z,en,0,0,
4208474,WEB,0,2021-09-03T16:44:52.000Z,en,0,0,
4208501,WEB,0,2021-09-03T16:50:19.000Z,en,0,0,
4208578,WEB,0,2021-09-03T17:05:07.000Z,en,0,0,
4208836,WEB,0,2021-09-03T18:13:01.000Z,en,0,0,
4208856,WEB,0,2021-09-03T18:18:51.000Z,en,0,0,
4212500,WEB,0,2021-09-04T13:15:48.000Z,en,0,0,
4212757,WEB,0,2021-09-04T14:07:27.000Z,en,0,0,
4212870,WEB,0,2021-09-04T14:32:26.000Z,en,0,0,
4213888,WEB,0,2021-09-04T18:32:35.000Z,en,0,0,
4214735,WEB,0,2021-09-04T23:12:07.000Z,en,0,0,
4214744,WEB,0,2021-09-04T23:19:24.000Z,en,0,0,
4216730,WEB,0,2021-09-05T10:45:21.000Z,en,0,0,
4219679,WEB,0,2021-09-06T00:06:40.000Z,en,0,0,
4220644,WEB,0,2021-09-06T08:25:43.000Z,en,0,0,
4220662,WEB,0,2021-09-06T08:32:19.000Z,en,0,0,
4220683,WEB,0,2021-09-06T08:37:13.000Z,en,0,618,
4220730,WEB,0,2021-09-06T08:53:35.000Z,en,0,0,
4220749,WEB,0,2021-09-06T09:01:03.000Z,en,0,252,
4220762,WEB,0,2021-09-06T09:04:49.000Z,en,0,3413,
4220851,WEB,0,2021-09-06T09:36:20.000Z,en,0,0,
4221291,WEB,0,2021-09-06T12:02:27.000Z,en,0,0,
4221529,WEB,0,2021-09-06T13:06:20.000Z,en,0,3395,
4221532,WEB,0,2021-09-06T13:07:29.000Z,en,0,0,
4221573,WEB,0,2021-09-06T13:15:56.000Z,en,0,0,
4221737,WEB,0,2021-09-06T13:54:46.000Z,en,0,0,
4221813,WEB,0,2021-09-06T14:11:44.000Z,en,0,0,
4222378,WEB,0,2021-09-06T16:35:38.000Z,en,0,0,
4225686,WEB,0,2021-09-07T12:43:09.000Z,en,0,0,
4227237,WEB,0,2021-09-07T18:18:21.000Z,en,0,0,
4229177,WEB,0,2021-09-08T08:14:30.000Z,en,0,0,
4229255,WEB,0,2021-09-08T08:35:43.000Z,en,0,0,
4229272,WEB,0,2021-09-08T08:42:53.000Z,en,0,144,
4229316,WEB,0,2021-09-08T08:58:13.000Z,en,0,0,
4229355,WEB,0,2021-09-08T09:08:44.000Z,en,0,0,
4229448,WEB,0,2021-09-08T09:37:10.000Z,en,0,42,
4229768,WEB,0,2021-09-08T11:13:02.000Z,en,0,0,
4229818,WEB,0,2021-09-08T11:25:15.000Z,en,0,0,
4229852,WEB,0,2021-09-08T11:30:51.000Z,en,0,0,
4230253,WEB,0,2021-09-08T13:10:34.000Z,en,0,0,
4230468,WEB,0,2021-09-08T14:02:44.000Z,en,0,0,
4230529,WEB,0,2021-09-08T14:16:45.000Z,en,0,0,
4230585,WEB,0,2021-09-08T14:26:30.000Z,en,0,0,
4230596,WEB,0,2021-09-08T14:28:53.000Z,en,0,0,
4230905,WEB,0,2021-09-08T15:38:46.000Z,en,0,316,
4233881,WEB,0,2021-09-09T09:12:57.000Z,en,0,0,
4233986,WEB,0,2021-09-09T09:45:11.000Z,en,0,63,
4234085,WEB,0,2021-09-09T10:13:38.000Z,en,0,4690,
4234462,WEB,0,2021-09-09T11:54:58.000Z,en,0,0,
4234563,WEB,0,2021-09-09T12:19:21.000Z,en,0,36,
4234577,WEB,0,2021-09-09T12:22:58.000Z,en,0,0,
4234778,WEB,0,2021-09-09T13:11:21.000Z,en,0,46,
4234800,WEB,0,2021-09-09T13:16:57.000Z,en,0,0,
4234820,WEB,0,2021-09-09T13:20:46.000Z,en,0,0,
4234838,WEB,0,2021-09-09T13:24:52.000Z,en,0,149,
4234881,WEB,0,2021-09-09T13:33:53.000Z,en,0,126,
4235055,WEB,0,2021-09-09T14:11:01.000Z,en,0,0,
4235086,WEB,0,2021-09-09T14:17:02.000Z,en,0,0,
4235110,WEB,0,2021-09-09T14:20:38.000Z,en,0,0,
4235125,WEB,0,2021-09-09T14:23:09.000Z,en,0,0,
4235400,WEB,0,2021-09-09T15:17:58.000Z,en,0,0,
4235509,WEB,0,2021-09-09T15:43:28.000Z,en,0,0,
4238551,WEB,0,2021-09-10T10:49:27.000Z,en,0,40,
4238870,WEB,0,2021-09-10T12:23:10.000Z,en,0,0,
4239922,WEB,0,2021-09-10T16:32:37.000Z,en,0,50,
4239962,WEB,0,2021-09-10T16:39:49.000Z,en,0,0,
4239978,WEB,0,2021-09-10T16:43:25.000Z,en,0,30,
4243499,WEB,0,2021-09-11T12:12:15.000Z,en,0,171,
4243786,WEB,0,2021-09-11T13:14:32.000Z,en,0,551,
4244313,WEB,0,2021-09-11T15:02:32.000Z,en,0,0,
4244548,WEB,0,2021-09-11T15:59:36.000Z,en,0,0,
4244942,WEB,0,2021-09-11T17:34:03.000Z,en,0,0,
4249361,WEB,0,2021-09-12T16:40:36.000Z,en,0,0,
4251478,WEB,0,2021-09-13T08:05:45.000Z,en,0,12,
4252476,WEB,0,2021-09-13T13:05:01.000Z,en,0,172,
4253155,WEB,0,2021-09-13T15:40:40.000Z,en,0,0,
4253181,WEB,0,2021-09-13T15:47:15.000Z,en,0,0,
4253914,WEB,0,2021-09-13T19:25:09.000Z,en,0,0,
4255507,WEB,0,2021-09-14T08:33:32.000Z,en,0,0,
4256072,WEB,0,2021-09-14T11:41:56.000Z,en,0,0,
4256217,WEB,0,2021-09-14T12:31:56.000Z,en,0,2772,
4257127,WEB,0,2021-09-14T16:19:28.000Z,en,0,0,
4259343,WEB,0,2021-09-15T07:36:48.000Z,en,0,221,
4259430,WEB,0,2021-09-15T08:07:11.000Z,en,0,18,
4259514,WEB,0,2021-09-15T08:31:35.000Z,en,0,0,
4260184,WEB,0,2021-09-15T11:47:49.000Z,en,0,7144,
4277458,WEB,0,2021-09-16T14:06:44.000Z,en,0,0,
4277659,WEB,0,2021-09-16T14:49:17.000Z,en,0,38,
4278761,WEB,0,2021-09-16T16:53:12.000Z,en,0,0,
4278767,WEB,0,2021-09-16T16:54:49.000Z,en,0,0,
4279495,WEB,0,2021-09-16T21:12:49.000Z,en,0,0,
4281165,WEB,0,2021-09-17T10:14:43.000Z,en,0,0,
4281202,WEB,0,2021-09-17T10:28:06.000Z,en,0,0,
4281210,WEB,0,2021-09-17T10:30:14.000Z,en,0,0,
4281277,WEB,0,2021-09-17T10:46:41.000Z,en,0,1642,
4281294,WEB,0,2021-09-17T10:50:51.000Z,en,0,498,
4281360,WEB,0,2021-09-17T11:07:18.000Z,en,0,64,
4282914,WEB,0,2021-09-17T16:54:02.000Z,en,0,0,
4283164,WEB,0,2021-09-17T17:53:16.000Z,en,0,0,
4283227,WEB,0,2021-09-17T18:08:32.000Z,en,0,0,
4283334,WEB,0,2021-09-17T18:38:13.000Z,en,0,0,
4285969,WEB,0,2021-09-18T10:51:19.000Z,en,0,3339,
4285989,WEB,0,2021-09-18T10:56:51.000Z,en,0,0,
4287359,WEB,0,2021-09-18T16:04:57.000Z,en,0,0,
4295715,WEB,0,2021-09-20T09:05:27.000Z,en,0,1574,
4296897,WEB,0,2021-09-20T14:20:20.000Z,en,0,0,
4297136,WEB,0,2021-09-20T15:17:14.000Z,en,0,0,
4297148,WEB,0,2021-09-20T15:19:36.000Z,en,0,163,
4297310,WEB,0,2021-09-20T16:04:54.000Z,en,0,0,
4297910,WEB,0,2021-09-20T19:03:24.000Z,en,0,0,
4301013,WEB,0,2021-09-21T08:49:21.000Z,en,0,0,
4301269,WEB,0,2021-09-21T10:12:29.000Z,en,0,0,
4301584,WEB,0,2021-09-21T11:36:09.000Z,en,0,11288,
4302352,WEB,0,2021-09-21T14:46:18.000Z,en,0,2187,
4302540,WEB,0,2021-09-21T15:25:01.000Z,en,0,3375,
4305560,WEB,0,2021-09-22T11:33:12.000Z,en,0,825,
4305955,WEB,0,2021-09-22T13:22:43.000Z,en,0,189,
4306723,WEB,0,2021-09-22T16:29:22.000Z,en,0,0,
4308852,WEB,0,2021-09-23T08:49:36.000Z,en,0,0,
4309528,WEB,0,2021-09-23T11:27:55.000Z,en,0,0,
4309825,WEB,0,2021-09-23T12:37:24.000Z,en,0,924,
4310378,WEB,0,2021-09-23T14:33:14.000Z,en,0,62,
4310899,WEB,0,2021-09-23T16:40:48.000Z,en,0,0,
4310941,WEB,0,2021-09-23T16:51:54.000Z,en,0,0,
4312827,WEB,0,2021-09-24T07:20:13.000Z,en,0,22,
4313492,WEB,0,2021-09-24T10:38:19.000Z,en,0,0,
4318987,WEB,0,2021-09-25T14:52:32.000Z,en,0,150,
4326993,WEB,0,2021-09-27T11:29:19.000Z,en,0,4246,
4327237,WEB,0,2021-09-27T12:34:59.000Z,en,0,0,
4329709,WEB,0,2021-09-28T06:16:49.000Z,en,0,255,
4330412,WEB,0,2021-09-28T10:09:04.000Z,en,0,50,
4330526,WEB,0,2021-09-28T10:39:47.000Z,en,0,0,
4330707,WEB,0,2021-09-28T11:34:05.000Z,en,0,0,
4330935,WEB,0,2021-09-28T12:33:32.000Z,en,0,0,
4331430,WEB,0,2021-09-28T14:37:50.000Z,en,0,447,
4331835,WEB,0,2021-09-28T16:21:42.000Z,en,0,0,
4332009,WEB,0,2021-09-28T17:17:29.000Z,en,0,0,
4332055,WEB,0,2021-09-28T17:33:08.000Z,en,0,0,
4332391,WEB,0,2021-09-28T19:53:18.000Z,en,0,0,
4333863,WEB,0,2021-09-29T09:09:47.000Z,en,0,121,
4334430,WEB,0,2021-09-29T11:59:43.000Z,en,0,363,
4334438,WEB,0,2021-09-29T12:01:33.000Z,en,0,2860,
4334708,WEB,0,2021-09-29T13:13:53.000Z,en,0,19,
4334998,WEB,0,2021-09-29T14:20:54.000Z,en,0,50,
4338534,WEB,0,2021-09-30T13:24:14.000Z,en,0,0,
4338886,WEB,0,2021-09-30T14:42:32.000Z,en,0,161,
4339175,WEB,0,2021-09-30T15:55:12.000Z,en,0,242,
4346638,WEB,0,2021-10-02T09:52:43.000Z,en,0,8595,
4347432,WEB,0,2021-10-02T12:56:15.000Z,en,0,0,
4358247,WEB,0,2021-10-04T09:27:51.000Z,en,0,0,
4360168,WEB,0,2021-10-04T19:45:51.000Z,en,0,0,
4361110,WEB,0,2021-10-05T06:27:24.000Z,en,0,12,
4361358,WEB,0,2021-10-05T07:55:45.000Z,en,0,0,
4361655,WEB,0,2021-10-05T09:34:53.000Z,en,0,250,
4362716,WEB,0,2021-10-05T14:45:17.000Z,en,0,42,
4362723,WEB,0,2021-10-05T14:46:27.000Z,en,0,0,
4362740,WEB,0,2021-10-05T14:50:11.000Z,en,0,0,
4363452,WEB,0,2021-10-05T18:23:05.000Z,en,0,0,
4363544,WEB,0,2021-10-05T18:55:13.000Z,en,0,0,
4366629,WEB,0,2021-10-06T12:07:05.000Z,en,0,56,
4367356,WEB,0,2021-10-06T15:22:02.000Z,en,0,0,
4367551,WEB,0,2021-10-06T16:19:52.000Z,en,0,0,
4367561,WEB,0,2021-10-06T16:22:26.000Z,en,0,18,
4367684,WEB,0,2021-10-06T17:01:13.000Z,en,0,0,
4367688,WEB,0,2021-10-06T17:02:06.000Z,en,0,0,
4367692,WEB,0,2021-10-06T17:02:56.000Z,en,0,20,
4367695,WEB,0,2021-10-06T17:03:37.000Z,en,0,0,
4367717,WEB,0,2021-10-06T17:09:07.000Z,en,0,34,
4367972,WEB,0,2021-10-06T18:35:47.000Z,en,0,0,
4368056,WEB,0,2021-10-06T19:03:58.000Z,en,0,0,
4369767,WEB,0,2021-10-07T10:01:52.000Z,en,0,326,
4370934,WEB,0,2021-10-07T15:26:58.000Z,en,0,0,
4371171,WEB,0,2021-10-07T16:25:08.000Z,en,0,0,
4371241,WEB,0,2021-10-07T16:43:13.000Z,en,0,0,
4371306,WEB,0,2021-10-07T17:02:22.000Z,en,0,0,
4372709,WEB,0,2021-10-07T18:59:29.000Z,en,0,0,
4372720,WEB,0,2021-10-07T19:02:38.000Z,en,0,0,
4372728,WEB,0,2021-10-07T19:05:55.000Z,en,0,0,
4372738,WEB,0,2021-10-07T19:07:42.000Z,en,0,0,
